Name,City,Rating,Price,Reviews,Location,Cleanliness,Communication,Value for Money,Accuracy,Check-in,Guests,TV,Wifi,Free street parking,Privet parking,Refrigerator,Air conditioning,Kitchen,Pets allowd,Dedicated workspace,Security cameras
Hamptons Modern Beach Cottage w/ Pool,Medford,4.75,127017,4,4.5,5.0,5.0,4.8,4.8,5.0,8.0,0,1,0,1,0,0,1,0,1,0
Summer 2023! Cheerful 2-Bedroom with water access,Medford,4.67,49184,3,4.3,5.0,5.0,4.7,4.7,5.0,4.0,0,1,0,1,0,0,1,1,0,0
Bellport Hideaway,Medford,5.0,33653,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,0,0,1,0,0,1,0,0,0
BRAND NEW SOUTHAMPTON MEGA HOME WITH GUNITE POOL!!,Medford,4.9,310639,20,4.7,4.9,5.0,4.9,5.0,5.0,13.0,0,1,0,1,0,0,1,0,1,0
Perfect Family Escape with Heated Pool,Medford,5.0,133608,36,4.9,4.9,5.0,4.8,5.0,5.0,7.0,0,0,0,1,0,0,1,0,1,0
"Luxury Oceanfront & outdoor jacuzzi, Winter Deals!",Medford,5.0,526361,23,5.0,5.0,5.0,4.7,5.0,5.0,12.0,0,1,0,1,0,0,1,0,1,0
"Salt & Sea House - Near wineries, farms, & beaches",Medford,5.0,74208,18,4.9,5.0,5.0,4.9,5.0,5.0,6.0,0,1,0,1,0,0,1,0,1,0
"Light, spacious 3bdr home steps to Wades Beach",Medford,4.94,82837,17,5.0,4.9,4.9,5.0,5.0,4.9,7.0,0,1,0,1,0,0,1,0,1,0
Hamptons Waterfront Oasis with Private Dock!,Medford,5.0,103547,3,5.0,5.0,5.0,5.0,4.7,5.0,8.0,0,0,0,0,0,0,1,0,1,0
"Sag Harbor,  Hamptons Compound w/ Heated Pool",Medford,5.0,124256,5,5.0,4.5,5.0,5.0,4.5,5.0,2.0,0,1,0,1,0,0,1,0,0,0
Newly Renovated Private Apartment Close To Beach,Medford,5.0,33653,17,4.9,5.0,5.0,4.8,4.9,5.0,2.0,0,1,0,0,0,0,0,0,0,0
Hamptons Round Beach House - 60 secs walk to beach,Medford,4.87,223660,30,4.9,4.9,5.0,4.6,4.9,5.0,12.0,0,0,0,1,0,0,1,0,0,0
Bellport Village Temperance Hall: The Ho-Hum Suite,Medford,5.0,46596,26,5.0,5.0,5.0,4.7,5.0,5.0,2.0,1,1,0,1,0,0,0,0,0,0
Charming Sag Harbor Cottage by the Beach!,Medford,4.92,103374,13,5.0,4.9,5.0,4.8,4.9,5.0,6.0,0,1,0,1,0,0,1,1,0,0
Tranquility at the Water’s Edge,Medford,5.0,165674,9,5.0,5.0,5.0,4.8,5.0,5.0,6.0,0,1,0,0,0,0,1,0,1,0
House in the Hamptons with  pool,Medford,5.0,122185,6,4.8,5.0,5.0,4.8,5.0,5.0,8.0,0,1,0,1,0,0,1,0,1,0
36 Steps,Rochester,4.91,5333,33,5.0,4.8,5.0,4.9,4.9,5.0,2.0,0,1,0,1,0,0,1,0,0,0
Delightfully well appointed studio - Fun Location,Rochester,4.85,5177,67,4.8,4.9,5.0,4.9,4.9,4.9,2.0,1,1,0,1,0,0,1,1,0,0
Cozy Private Room near Hospitals and Parks_3,Rochester,5.0,2589,13,4.6,4.8,5.0,4.8,4.8,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Spacious Studio in Downtown Rochester,Rochester,4.89,18538,9,4.2,4.9,5.0,4.9,4.9,4.6,2.0,0,0,0,0,0,0,1,0,0,0
Private Rm - Walk to Strong/UR,Rochester,4.94,5074,31,4.9,4.9,5.0,4.9,5.0,5.0,1.0,0,1,0,1,0,0,1,0,0,0
Private studio apartment near UofR/RIT/airport,Rochester,4.95,6223,129,4.9,4.9,5.0,5.0,5.0,5.0,3.0,0,1,0,1,0,0,1,0,0,0
"Quiet Retreat, 10 min from downtown",Rochester,5.0,7248,17,4.9,5.0,5.0,4.9,5.0,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Comfortable room and bath near Lake Ontario,Rochester,4.97,5585,265,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,0,0,0,0,0,1,0,1,0
Great studio in  North Winton Village with patio,Rochester,4.92,7559,171,4.8,5.0,4.9,4.9,4.9,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Tranquil clean home 2 blocks from UofR,Rochester,5.0,2071,5,4.6,4.8,5.0,4.8,5.0,5.0,2.0,1,1,0,1,0,1,0,0,1,0
Charming Guest Suite in Historic Highland Park,Rochester,4.88,8977,43,5.0,5.0,4.9,4.9,4.9,5.0,2.0,1,1,0,0,0,0,1,0,0,0
Apt #1 Charming Historic and Private 1 Bdrm,Rochester,4.96,9588,203,4.8,5.0,5.0,5.0,5.0,5.0,3.0,1,1,0,1,0,0,1,0,1,0
A-frame luxury rustic residence on a golf course.,Rochester,4.82,9216,22,5.0,4.7,5.0,4.9,4.9,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Jim and Jeanneann's Red House Rm 2,Rochester,4.98,5046,62,4.9,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,1,0,0,1,0
Gorgeous Waterfront home on Lake Ontario,Rochester,4.86,31112,7,5.0,5.0,5.0,4.7,5.0,5.0,6.0,0,1,0,0,0,0,1,0,1,0
Cozy Comfortable Apartment-  Perfect Location,Rochester,4.91,8090,45,5.0,4.9,5.0,5.0,4.9,4.9,1.0,1,1,0,0,0,0,1,0,1,0
"Entire Charming Cape Cod Home, Rochester",Rochester,4.88,14497,58,5.0,4.8,5.0,4.9,5.0,5.0,4.0,0,1,0,1,0,0,1,1,1,0
1 bedroom vacation home. Free parking. Airport 3mi,Rochester,4.74,7248,43,4.7,4.8,4.9,4.8,4.9,4.8,2.0,1,1,0,1,0,0,1,0,1,0
Private Guest Suite/RIT-UofR-airport,Rochester,4.98,8211,257,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,0,0,0,1,0,1,0
Stylish and cozy studio apartment; Great location,Rochester,4.88,5695,137,4.8,5.0,5.0,4.9,4.9,5.0,2.0,0,1,0,1,0,0,1,1,0,0
The HIVE@116 modern urban living at its best,Rochester,4.97,10886,93,4.7,5.0,5.0,4.9,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
John's Loft,Rochester,5.0,7814,12,4.9,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,0,0
Luxury 1 bedroom vacation home,Rochester,4.87,7742,30,4.7,4.8,5.0,4.9,4.9,5.0,2.0,1,1,0,1,0,0,1,0,0,0
"Newly remodeled 1 bedroom, with free parking.",Rochester,4.91,8946,33,4.9,4.9,4.9,4.8,4.9,4.9,2.0,0,1,0,0,0,0,1,1,1,0
Rest Urban Micro Inn Unit U7,Rochester,5.0,8260,36,4.9,4.9,5.0,4.9,5.0,5.0,2.0,1,1,0,1,0,0,0,0,1,0
"Cozy Retreat, Steps From Park Ave. Fast Wifi!",Rochester,4.86,4587,14,4.9,4.9,5.0,4.9,4.9,5.0,1.0,1,0,1,0,0,0,1,0,1,0
Harvard St Hideaway,Rochester,5.0,8974,11,5.0,5.0,5.0,4.9,5.0,4.8,4.0,0,1,0,1,0,0,1,0,1,0
BlueTaro Home 3,Rochester,4.83,10251,12,4.9,5.0,5.0,5.0,4.9,5.0,2.0,1,1,0,1,0,0,0,0,0,0
Brand New Cozy 1 Bedroom Apartment,Rochester,4.39,11269,28,4.5,4.3,4.4,4.4,4.5,4.5,3.0,1,1,0,1,0,0,1,0,1,0
Luxury 1 bedroom  2 bed Apartment w/ free parking,Rochester,4.79,8943,52,4.5,4.7,4.8,4.8,4.8,4.9,2.0,1,1,0,1,0,0,1,0,1,0
Suite 32-Private Entrance,Rochester,4.86,8729,149,5.0,4.9,5.0,4.9,4.9,5.0,2.0,1,1,1,0,0,0,0,0,1,0
The King Safari Adventure!,Rochester,5.0,12995,8,4.9,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0,1,1,1,0
Brand New Apartment in Rochester's East End!,Rochester,4.61,11908,18,4.9,4.8,4.9,4.8,4.9,4.7,2.0,1,1,0,1,0,0,1,0,0,0
Stunning 1 Bedroom Apartment in Downtown Rochester,Rochester,4.63,11545,8,4.0,4.6,4.8,4.5,4.8,4.9,3.0,1,1,0,1,0,0,1,0,1,0
Lovely Comfy Studio-Quiet Park Ave Area- Walkable,Rochester,4.83,9837,18,4.9,4.8,5.0,4.9,4.9,4.9,2.0,1,1,0,1,0,0,1,1,0,0
1910 Classic Tudor Full Apartment,Rochester,5.0,13440,89,5.0,5.0,5.0,4.9,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Lovely 1-BR Rental Unit near Downtown Rochester,Rochester,4.9,7248,63,4.5,4.9,5.0,5.0,5.0,5.0,2.0,0,1,0,1,0,0,1,1,1,0
Urban Loft- mid-century living at it's best,Rochester,4.94,9837,32,4.8,4.9,5.0,4.9,4.9,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Rest Urban Micro Inn Unit U2,Rochester,4.89,9209,216,4.9,4.9,4.9,4.9,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Spacious 1 Bedroom in South Marketview Heights!,Rochester,4.9,8453,86,4.8,5.0,5.0,5.0,5.0,5.0,2.0,0,0,0,0,0,0,1,0,1,0
"Cheerful Retreat, Steps From Park Ave. Fast WiFi!",Rochester,4.74,4753,19,4.7,4.8,5.0,4.7,4.8,4.9,1.0,0,0,1,0,0,0,1,0,1,0
Stylish 1 bedroom apartment.,Rochester,4.85,9216,13,4.7,4.9,4.8,4.9,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Park Ave-Home Office Bedroom,Rochester,4.9,5695,122,5.0,4.8,5.0,4.9,4.9,4.9,2.0,0,1,0,1,0,0,1,1,1,0
Lovely 2 Bedroom Apartment with parking!,Rochester,4.75,10603,4,4.2,4.8,5.0,4.8,5.0,5.0,4.0,1,1,0,1,0,0,1,0,1,0
Brand New Homey One Bedroom Apartment,Rochester,4.64,12919,45,4.7,4.6,4.8,4.7,4.8,4.7,4.0,1,1,0,1,0,0,1,0,1,0
Lovely 2 bedroom apartment with parking,Rochester,4.67,11832,6,4.2,4.7,5.0,4.5,4.8,5.0,4.0,1,1,0,1,0,0,1,0,1,0
2br ENTIRE HOME Tranquil City Escape in East End,Rochester,4.87,20640,23,4.6,4.8,5.0,4.8,5.0,5.0,5.0,0,1,0,1,0,0,1,1,1,0
# Roc Bungalow Place,Rochester,4.87,12457,55,4.9,5.0,4.8,4.8,4.9,4.8,4.0,0,0,0,1,0,0,1,0,1,0
"Cozy Room in Highland/SouthWedge, Room #2",Rochester,4.87,4142,15,5.0,4.9,4.9,5.0,4.9,4.9,2.0,0,0,1,0,0,0,0,0,1,0
"Lovely 1 bedroom rental unit, close to Park Ave.",Rochester,4.73,11935,11,5.0,4.8,4.5,4.7,4.8,4.5,4.0,0,1,0,1,0,0,1,1,0,0
Charming studio with free off street parking,Rochester,4.67,4660,3,4.3,5.0,5.0,4.7,5.0,5.0,2.0,0,1,0,1,0,0,1,1,1,0
Rest Urban Micro Inn Unit U1,Rochester,4.91,9122,166,4.9,4.9,5.0,4.9,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Cozy retreat near 590/490 & 15 minutes to downtown,Rochester,4.5,5743,4,5.0,4.5,5.0,4.5,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Perfect for long term stays-vibrant area-3 Bedroom,Rochester,4.67,17707,58,4.8,4.8,4.9,4.7,4.7,5.0,7.0,0,1,0,1,0,0,1,1,0,0
"Relaxed, Cool, & Comfortable. Private Bathroom",Rochester,4.92,6365,91,5.0,4.9,5.0,4.9,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Beautiful Historic Loft with a Modern Design • King Bed and Work Desk Near Park Ave,Rochester,4.91,27122,69,4.8,5.0,5.0,4.9,5.0,5.0,4.0,0,0,0,0,0,0,1,0,1,0
Peaceful Retreat Off Of Park Avenue,Rochester,4.91,6006,193,4.9,4.9,4.9,4.9,5.0,5.0,1.0,0,1,0,1,0,0,1,0,0,0
Cheerful room Rochester UR-Highland south wedge #1,Rochester,5.0,3990,10,4.8,4.9,5.0,5.0,4.9,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Unique 1-Bedroom in Neighborhood of the Arts,Rochester,5.0,12474,21,5.0,5.0,5.0,4.8,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Charming Garden Studio-By DownTown/UofR/RIT/Strong,Rochester,4.8,16309,10,5.0,4.6,5.0,4.8,5.0,4.9,2.0,0,0,0,1,0,0,1,0,0,0
King Bed Suite w/ Free Parking+WIFI,Rochester,5.0,15280,12,5.0,5.0,5.0,5.0,4.9,5.0,4.0,0,1,0,0,0,0,1,0,1,0
Rochester Rm w/ quiet Work area 5min from Hospital,Rochester,4.67,3107,3,5.0,4.3,5.0,5.0,5.0,5.0,1.0,1,1,0,1,0,0,1,0,1,0
Grandma's House,Rochester,4.39,8801,45,4.4,4.3,4.9,4.8,4.7,4.9,5.0,1,1,0,1,0,0,1,0,0,0
Simplistic Rochester rm near Downtown & Hospitals,Rochester,4.43,4142,7,5.0,4.7,4.1,4.4,4.7,4.6,1.0,1,1,0,1,0,0,1,0,1,0
Spacious 2 Bedroom Apartment in 1910 Tudor,Rochester,4.98,14497,82,5.0,5.0,5.0,4.9,5.0,5.0,3.0,0,1,0,1,0,0,1,0,0,0
Room is furnished and has WIFI,Rochester,4.59,5695,37,4.8,4.3,4.8,4.7,4.5,4.9,1.0,0,1,0,1,0,0,1,0,0,0
Luxury Skyline view w/ King Bed Fireplace & BKFST,Rochester,5.0,22231,4,4.8,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Rest Urban Micro Inn Unit U5,Rochester,4.87,9174,140,4.9,4.8,4.9,4.9,4.9,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Private Patio Apartment near 590/490/downtown,Rochester,4.92,6606,13,4.9,4.9,4.9,4.9,5.0,4.9,2.0,1,1,0,1,0,0,1,0,1,0
First Floor Private Room near Hospital and Parks_2,Rochester,4.93,2796,14,4.9,4.9,4.9,5.0,4.9,4.9,2.0,0,1,0,1,0,0,1,0,1,0
Apartment in Corn Hill Preservation District,Rochester,4.53,10148,17,4.8,4.8,4.4,4.3,4.7,4.8,3.0,0,1,0,1,0,0,1,0,0,0
BlueTaro Homes 1,Rochester,4.91,18121,11,4.9,5.0,5.0,4.9,4.9,5.0,4.0,1,1,0,1,0,0,1,0,0,0
"Elegant 6 bed apartment in Rochester, NY sleeps 9+",Rochester,5.0,17879,3,5.0,4.7,5.0,5.0,4.7,5.0,9.0,0,1,0,0,0,0,1,0,1,0
"Bright, lively 1 bedroom apartment Walk to URMC",Rochester,4.57,11298,7,4.7,4.7,4.7,4.4,5.0,4.4,2.0,0,0,0,1,0,0,1,0,1,0
ROC Loft in the heart of Downtown's East End,Rochester,4.81,18383,71,4.9,4.8,5.0,4.7,4.8,4.9,6.0,0,1,0,1,0,0,1,1,1,0
Spacious 2 Bedroom in Vintage 1910 Southeast Home,Rochester,4.91,10047,361,4.9,4.9,5.0,4.9,5.0,5.0,4.0,0,0,1,0,0,0,1,0,1,0
"Spacious, artsy, quiet room.",Rochester,4.89,5743,153,4.9,4.9,5.0,4.8,4.9,5.0,3.0,0,1,0,1,0,0,1,0,1,0
Quiet! Perfect for long stays- Park ave area,Rochester,4.93,13565,28,5.0,4.8,4.9,5.0,4.9,5.0,3.0,0,1,0,0,0,0,1,1,1,0
Beautiful 1 BR apart in South Wedge close to UofR,Rochester,4.93,10748,82,4.9,5.0,5.0,4.9,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
1st Floor 2-bedroom with off-street parking,Rochester,4.94,13820,32,5.0,5.0,5.0,4.9,5.0,5.0,4.0,0,1,0,1,0,0,1,1,1,0
Gorgeous bright room near Seneca Park Zoo,Rochester,4.96,8284,27,4.9,5.0,5.0,4.9,5.0,5.0,1.0,1,1,0,1,0,0,1,0,1,0
Lovely 1-Bedroom Unit w/on-site Parking & Garage,Rochester,5.0,11287,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,0,0,0,0,0,1,0,1,0
Clean & tranquil private room near U of R,Rochester,5.0,3417,9,4.9,4.9,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Rest Urban Micro Inn Unit 2,Rochester,4.86,8228,283,5.0,5.0,4.9,4.8,4.9,4.9,2.0,1,1,0,0,0,1,1,0,1,0
Perfect for Long Stays-Quiet Park Ave Area,Rochester,4.83,13254,12,5.0,4.8,5.0,4.8,4.9,5.0,3.0,1,1,0,0,0,0,1,1,0,0
Swiss Hospitality in the City 2Beds,Rochester,4.87,4038,47,4.8,4.9,4.9,4.9,4.9,5.0,2.0,0,1,0,1,0,0,1,0,0,0
The Beach Cottage Hideaway,Rochester,5.0,7921,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Rochester Private rm with free parking and coffee,Rochester,5.0,3831,3,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,1,0,1,0,0,1,0,1,0
Perfect for long term stays-High end 1 bedroom,Rochester,4.81,14289,111,4.7,4.8,4.9,4.7,4.8,4.9,3.0,0,1,0,1,0,0,1,1,1,0
Loft room with private bath,Rochester,4.91,5481,11,5.0,5.0,5.0,5.0,4.9,4.9,1.0,0,0,0,1,0,0,1,0,1,0
"Lovely 2 BR, 1.5 BA near all the important stuff!",Rochester,5.0,15843,50,5.0,5.0,5.0,4.9,5.0,5.0,5.0,1,1,0,0,0,0,1,0,1,0
"Exceptional Quality, Affordable Price",Rochester,4.46,3107,28,3.7,4.6,4.6,4.5,4.2,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Welcome to Cobbs Hill.,Rochester,5.0,23284,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Fresh Retreat Off Of Park Avenue,Rochester,4.88,6523,188,5.0,4.8,4.9,4.9,4.9,4.9,2.0,0,1,0,1,0,0,1,0,0,0
Cozy Vibrant Studio - Perfect for long term stays,Rochester,4.7,10427,89,4.7,4.6,5.0,4.7,4.7,5.0,2.0,0,1,0,1,0,0,1,1,0,0
Spacious Renovated City Home - Averill House,Rochester,4.91,21279,91,5.0,4.9,5.0,4.8,4.9,5.0,6.0,0,1,0,1,0,0,1,0,1,0
Rest Urban Micro Inn Unit U4,Rochester,4.93,9098,85,4.9,4.9,5.0,4.8,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Rest Urban Micro Inn Unit 4,Rochester,4.88,8228,353,5.0,5.0,4.9,4.9,4.9,5.0,2.0,0,1,0,0,0,1,1,0,1,0
Quiet comfortable-Park Ave-Very Walkable,Rochester,4.86,14103,14,5.0,4.9,5.0,4.9,5.0,5.0,3.0,1,0,0,0,0,0,1,1,0,0
1 bedroom hidden gem in the heart of Park Avenue,Rochester,4.89,13668,71,5.0,4.8,5.0,4.9,4.9,5.0,2.0,0,1,0,1,0,1,1,0,0,0
Double King Master Suites-Park Ave Area-High End,Rochester,4.89,20627,38,4.9,5.0,4.9,4.9,4.9,4.9,5.0,0,1,1,0,0,0,1,1,1,0
Cozy 1 bedroom apartment close to downtown!,Rochester,4.71,7345,14,4.3,4.9,4.9,4.6,4.7,4.9,3.0,0,1,0,0,0,1,1,0,1,0
Swiss Hospitality in the City,Rochester,4.88,5074,137,4.7,4.9,5.0,4.9,4.9,5.0,2.0,0,1,0,1,0,0,1,0,0,0
"Great location, updated, Brighton,Strong UofR.",Rochester,4.89,21471,19,5.0,4.8,5.0,4.8,4.9,4.8,4.0,1,1,0,0,0,0,1,0,1,0
Jim and Jeanneann's Red House Rm 1,Rochester,4.96,5226,175,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,0,0,1,0
THE ROYAL ON PARK AVE IS A STUNNING ONE OF A KIND,Rochester,5.0,77660,4,5.0,5.0,4.5,4.8,5.0,5.0,8.0,0,1,0,1,0,0,1,0,1,0
Apt # 2 Charming Historic Private 1 Bedroom,Rochester,4.97,9485,71,4.9,5.0,5.0,5.0,5.0,5.0,3.0,1,1,0,1,0,0,1,0,1,0
Comfortable Private Room near Hospitals & Parks_4,Rochester,4.65,2796,20,4.3,4.7,4.8,4.7,4.7,4.9,2.0,0,1,0,1,0,0,1,0,1,0
Bright Vacation Jungalow on Park Ave,Rochester,5.0,21510,23,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0,0,0,0,0,0,1,0,1,0
Cheerful 2br with King Beds / Walk everywhere!,Rochester,5.0,29438,10,5.0,5.0,5.0,4.8,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Spacious 1BR apartment off Monroe Ave w. parking!,Rochester,4.91,13848,150,5.0,4.9,5.0,5.0,5.0,5.0,4.0,0,1,0,1,0,0,1,0,0,0
Luxury Loft Apartment - FULL FLOOR,Rochester,4.92,10976,312,5.0,4.9,4.9,4.9,4.9,4.9,4.0,0,1,0,1,0,0,1,0,0,0
Cute Southwedge apartment |Highland Hospital|URMC,Rochester,4.58,17006,19,4.7,4.8,4.6,4.6,4.8,4.8,4.0,1,1,0,0,0,0,1,0,1,0
"Spacious Room in SouthWedge/Highland, Room #1",Rochester,4.89,4556,106,4.9,4.9,4.9,4.9,4.9,5.0,3.0,0,0,1,0,0,0,0,0,1,0
Rest Urban Micro Inn Unit U6,Rochester,4.91,8211,46,4.9,5.0,4.9,5.0,5.0,5.0,2.0,1,1,0,1,0,0,0,0,1,0
Rest Urban Micro Inn Unit U3,Rochester,4.92,8356,63,4.9,5.0,5.0,4.9,5.0,5.0,2.0,1,1,0,1,0,0,0,0,1,0
#6 Studio apt in historical landmark,Rochester,5.0,9067,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Delightful Private room! Minutes to RGH,Rochester,4.24,2174,21,4.6,4.3,4.3,4.4,4.5,4.7,2.0,1,1,0,1,0,0,1,0,0,0
Private Room1 with desk near UR/RIT/StrongHospital,Rochester,5.0,4691,6,4.7,4.8,5.0,5.0,5.0,5.0,1.0,0,1,0,0,0,0,1,0,1,0
Unique 2BR Home In Downtown Rochester & UofR!,Rochester,4.89,17700,19,4.9,5.0,5.0,4.9,5.0,5.0,6.0,0,1,0,1,0,0,1,1,1,0
💎LUXE Remodeled 3BR 🏡 W/D Driveway Patio 🚶🏻‍♂️➡️Park,Rochester,4.97,24665,36,5.0,4.9,5.0,4.8,5.0,5.0,6.0,0,1,0,1,0,0,1,0,1,0
[No Airbnb Fee] Kodak Themed 2 Br Apt With Parking,Rochester,4.93,16360,82,4.8,5.0,5.0,4.9,5.0,5.0,5.0,0,0,0,0,0,0,1,1,1,0
Swiss Hospitality Guest Room,Rochester,4.88,4867,8,4.9,5.0,4.9,5.0,5.0,4.9,2.0,0,1,0,1,0,0,1,0,0,0
Cozy 1 bedroom condo,Rochester,4.87,9737,54,4.9,4.9,4.9,4.8,4.9,4.9,2.0,0,1,0,0,0,0,1,0,1,0
"2 bedroom, near 490/590/city",Rochester,5.0,10192,8,4.9,5.0,5.0,5.0,5.0,4.9,6.0,1,1,0,1,0,0,1,0,1,0
Relax or Work at Lake  Ontario - 10min to downtown,Rochester,4.62,2620,29,4.8,4.3,4.6,4.7,4.7,4.8,2.0,0,1,0,1,0,0,1,0,1,0
"Warm, Cozy, Centrally located Rm. 24hr free coffee",Rochester,4.33,3521,3,4.3,5.0,3.7,4.3,4.7,5.0,1.0,0,1,0,1,0,0,1,1,1,0
Come on inn!,Rochester,4.95,8180,100,5.0,4.9,5.0,5.0,5.0,5.0,2.0,0,1,0,1,0,0,1,1,1,0
Cheerful and Chic Downton  2-Story Townhome,Rochester,4.8,36241,5,5.0,4.8,5.0,4.8,4.8,5.0,4.0,0,0,0,1,0,0,1,0,1,0
KSt Private BR W/ Private Balcony Minutes Fr RGH,Rochester,5.0,4867,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Rest Urban Micro Inn Unit 3,Rochester,4.89,8291,431,5.0,5.0,4.9,4.9,5.0,5.0,2.0,0,1,0,0,0,1,1,0,1,0
𝐂𝐨𝐦𝐟𝐨𝐫𝐭𝐚𝐛𝐥𝐞 𝐂𝐨𝐯𝐞,Rochester,4.78,7041,50,4.8,4.9,5.0,4.7,4.8,4.9,2.0,0,1,0,1,0,1,1,0,0,0
"Modern & Homely, Beautiful sunsets, Quiet Area",Rochester,4.83,9526,6,4.8,4.7,5.0,4.7,5.0,5.0,6.0,1,1,0,1,0,0,1,0,1,0
Park Avenue updated studio with parking on site,Rochester,4.64,9205,14,4.8,4.9,5.0,4.8,4.6,5.0,2.0,1,1,0,1,0,0,1,1,0,0
Beautiful and historic apartment in East Ave Home,Rochester,4.57,20709,30,4.9,4.6,4.2,4.5,4.6,4.0,3.0,0,1,0,1,0,0,1,0,0,0
Relax or work @ The Great Lake - 10min to downtown,Rochester,4.43,2682,30,4.8,4.5,4.7,4.5,4.7,4.8,2.0,0,1,0,1,0,0,1,0,1,0
"BlueTaro4 w/ home gym, office & Ping-Pong",Rochester,4.92,30546,12,4.9,4.9,5.0,4.8,4.9,5.0,6.0,1,1,0,1,0,0,1,0,0,0
*Luxury 3 Bed 2.5 Bath / Prime Park Ave. Location*,Rochester,4.83,35510,6,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1,1,0,1,0,0,1,0,0,0
Relaxing Private Room Close to Everyhting!,Rochester,4.79,3624,19,4.7,4.8,5.0,4.8,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Lovely Victorian 2BR in Heart of the South Wedge,Rochester,4.82,20789,11,5.0,5.0,4.9,4.8,5.0,4.9,4.0,0,1,0,1,0,0,1,0,1,0
#ROC Bungalow,Rochester,4.9,10403,80,4.8,4.9,4.9,4.9,5.0,4.9,4.0,0,1,0,1,0,0,1,0,1,0
R1 Quiet & Clean 4b2.5b Ranch 5 mins to Wegmans,Rochester,4.67,4763,6,5.0,4.2,5.0,4.7,4.8,4.8,1.0,0,1,0,1,0,0,1,0,1,0
Cozy Room in the Renaissance Preserve!!,Rochester,4.8,4984,5,5.0,5.0,5.0,4.4,4.8,4.8,1.0,1,1,0,1,0,0,1,0,1,0
Large Rm w/ FULL Bed (U/R & Strong),Rochester,4.73,5281,22,5.0,4.5,5.0,4.8,5.0,5.0,1.0,1,1,0,1,0,0,1,0,0,0
"Wonderful location,City/Brighton border, UofR",Rochester,4.74,17999,23,4.8,4.9,4.9,4.3,4.9,5.0,4.0,1,1,0,0,0,0,1,0,1,0
Cozy Private Room near Rochester_W1,Rochester,5.0,3521,8,5.0,5.0,5.0,5.0,4.9,5.0,2.0,0,1,0,1,0,0,1,0,1,0
R2 Quiet & Clean 4b2.5b Ranch 5 mins to Wegmans,Rochester,4.63,4142,8,4.8,5.0,4.6,4.9,4.8,4.4,1.0,0,1,0,1,0,0,1,0,1,0
PineappleROC East Ave Carriage House,Rochester,4.93,20468,40,5.0,5.0,4.8,4.8,5.0,4.9,4.0,0,1,0,1,0,0,1,1,1,0
"🤩STUNNING, REMODELED, W/D, close to UofR/Strong/DT",Rochester,4.94,18380,18,5.0,4.9,5.0,5.0,4.9,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Artist retreat near all Rochester sites,Rochester,5.0,16233,11,4.8,4.9,5.0,4.8,4.8,5.0,4.0,0,1,0,0,0,0,1,0,1,0
Tres Petit Chateau,Rochester,4.97,16626,97,5.0,5.0,5.0,4.9,5.0,5.0,5.0,0,1,1,0,0,0,1,1,0,0
